review,sentiment,length,paraphrase
"Young Quaids fake accent was difficult to accept at times.<br /><br />The show was billed as mystery/suspence but should have been listed as a romance.<br /><br />Don't rent this one if you are sleepy, it will knock you out.",negative,224,The show was billed as mystery/suspence but should have been listed as a romance.
"There must be an error. This movie belongs with ""Plan 9"", and a lot others as a quite entertaining, silly diversion. You'll never accept you like it, yet you will watch it whenever it comes out on TV. It's as simple as that.",negative,224,"You will watch this movie whenever it comes out on TV, even if you don't like it."
My only question is: Why did they make this movie? Did they have a script or did they make it up as they went along? Boom Boom doesn't look like a Charley Davis. John Garfield probably turned over in his grave if he saw this.,negative,225,"I don't know why they made this movie, did they have a script or did they make it up as they went along?"
I saw this in the summer of 1990. I'm still annoyed by how bad this movie is in 2001.<br /><br />Implausible plot. You'd have to be a child to think this could happen.<br /><br />I'm just really annoyed by it. Don't see this.,negative,225,I saw this in the summer of 1990.
"I saw this movie many years ago, and just for kicks decided to rent it and watch it again. The plot is a carbon copy from Fright Night. I did like the hairy vampire and the bug eating driver. Otherwise it was not good at all.",negative,225,"I saw this movie many years ago, and just for kicks decided to rent it and watch it again."
This movie is not a remake of She's all That ( 1999)?<br /><br />Where is the renewal of the american movie? This was probably the worst movie I saw in the last 5 years. This and the last movies of Schwarzenegger.<br /><br />,negative,225,This movie is not a remake of She's all That.
"<br /><br />I would highly recommend seeing this movie. After viewing it, you will be able to walk out of every other bad movie EVER saying ""at least it wasn't The Omega Code.""<br /><br />Forget my money, I want my TIME back!",negative,225,You will be able to walk out of every other bad movie after seeing this one.
I saw this in the summer of 1990. I'm still annoyed by how bad this movie is in 2001.<br /><br />Implausible plot. You'd have to be a child to think this could happen.<br /><br />I'm just really annoyed by it. Don't see this.,negative,225,I saw this in the summer of 1990.
"I felt asleep, watching it!!! (and I had tickets for the midnight- premiere) Any questions? The most disturbing scene, as far as I can remember, was the techno-dance-i-dont-know-what-that-was-scene. By the way what an ending!?",negative,226,"The techno-dance-i-dont-know-what-that-was-scene was the most disturbing scene, as far as I can remember."
"I'm a Don Johnson fan, but this is undoubtedly the WORST movie, done by anybody, that I've ever seen. The acting was bad, as was the cinematography. Don should stick to doing action, because as The King, he just didn't cut it.",negative,226,"I'm a fan of Don Johnson, but this is the worst movie I've ever seen, and he didn't cut it as The King."
"Although it's been hailed as a comedy-drama I found ""Crooklyn"" to be mostly depressing. It's hard to imagine how Spike Lee could look back affectionately on so much chaos, petty cruelty, irresponsibility and mean-spiritedness.",negative,226,"I found ""Crooklyn"" to be mostly depressing, even though it was hailed as a comedy-drama."
It's terrific when a funny movie doesn't make smile you. What a pity!! This film is very boring and so long. It's simply painfull. The story is staggering without goal and no fun.<br /><br />You feel better when it's finished.,negative,226,It's great when a funny movie makes you happy.
"Shame to see an interesting story diluted into standard ""Vietnam made for TV"" fare. Usually HBO movies are a substantial cut above TV. Bill Paxton was a pretty good choice for the lead role, but wasn't given much to work with.",negative,226,"The story was interesting, but it wasn't given much to work with."
"This was a quite brutal movie. There were huge implausibilities, and a silly script, bad acting, etc.<br /><br />The only reason to watch this movie is that from time to time some quite impressive sets of breasts were exposed.",negative,226,The only reason to watch this movie is that from time to time some impressive sets of breasts were exposed.
I agree that this film wasted my time and my money. The poster mislead me to thinking it was a different type of movie. I should have known given the unprofessional look of the poster. Someone should sue for false advertising.,negative,226,The film wasted my time and money and the poster was bad.
"This was a big disappointment for me. I think this is the worst Mastroianni-movie ever made. Cosmatos tries too hard to make this movie a masterpiece and that makes this movie a typical ""art""-movie. I give 4/10 for this movie.",negative,226,I think this is the worst movie ever made.
"<br /><br />It sucked.<br /><br />I returned the video after watching half of it. Not funny,<br /><br />just a cheap and desperate attempt to cash in on a very very funny original. junk, forget it, don't waste your time etc etc",negative,227,It was a cheap and desperate attempt to cash in on a very funny original.
The direction struck me as poor man's Ingemar Bergman. The inaudible dialogue was annoying. The somber stoicism that all characters except Banderas' showed made me think they were drugged. I think the director ruined it for me.,negative,227,The direction made me feel like a poor man's Bergman.
"The movie is not as funny as the director's preceding (and only other) movie, Shanghai Noon. Showtime did have its moments, but it did not satisfy me. Why it needed to be so foulmouthed, I don't know, but I give Showtime **/****",negative,228,"I don't know why it needed to be so foulmouthed, but it did not satisfy me."
"Yet another ""gay"" film ruined by asinine politics. Luigi's final speech just about sent me running out of the theatre with its bumper-sticker epigrams. Read the comic book it was based on for a much more entertaining experience.",negative,228,The film was ruined by asinine politics and I ran out of the theatre.
"I know this is a made for TV movie, and the acting in made for TV movies is usually sub-par, but it's absolutely horrendous in this film. Sometimes acting gets so bad it's laughable, but in this case, it's so bad it's sickening.",negative,228,"I know this is a made for TV movie, and the acting is usually sub-par, but it's horrendous in this film."
"Without a doubt, the WORST movie I have ever seen in my life. There was nothing entertaining about this film. I know it was supposed to be a comedy, but it actually made me cry at the thought of losing the $4.75 admission price.",negative,228,It was the worst movie I have ever seen and it made me cry at the thought of losing the $4.75 admission price.
The movie that would be included if Mystery Science Theater 3000 had a home game version! The source material for tacky comments in this movie are endless. I found the video of Terror in the Jungle at a garage sale. What a find!,negative,228,"If Mystery Science Theater 3000 had a home game version, this movie would be included."
"This is, without a doubt, the most hilarious movie I've ever seen. Seriously, if the makers of this movie are ever discovered, they'll put guys like Jim Carrey out of a job. Rent ""Jack-O"" tonight! Believe me, you won't regret it!",negative,229,"""Jack-O"" is the funniest movie I've ever seen."
"What a total lump of poopoo this was! You've got to be kidding people! Any positive reviews of this movie are plants or insiders from the movie makers themselves! yuuck! disgusting movie!, not gross digusting but just plain awful!",negative,230,The movie was disgusting and you have to be kidding people!
The script is very weak & there is no depth in the characters. The story telling is not the importing thing here. The unnecessary action & Scenes does not really help this one. One of the worst movies in Sweden´s history of films.,negative,230,There is no depth in the characters and the script is weak.
"It's a good movie if you plan to watch lots of landscapes and animals, like an animal documentary. And making Pierce Brosnan an indian make you wonder 'Does all those people don't recognize if someone isn't indian at plain sight?'",negative,230,It's a good movie if you want to see a lot of animals and landscapes.
"Ouch. This is one ugly movie. Not only is it badly acted, but it absolutely destroyed the book as well. Horrible. How you could mess up such a classic book is beyond me, but they sure did. Don't even think about even renting this.",negative,230,This is a bad movie and it destroyed the book as well.
"This is the movie that I use to judge all other bad movies, and so far there hasn't been anything close.<br /><br />The only good thing I can say is that after watching this I know that I have seen the worst movie I will ever see.",negative,230,"This is the movie that I use to judge all other bad movies, and so far there hasn't been anything close."
"Time line of the film: * Laugh * Laugh * Laugh * Smirk * Smirk * Yawn * Look at watch * walk out * remember funny parts at the beginning * smirk<br /><br />Unfortunately, this movie has a good concept that it grinds to the ground.",negative,230,This movie has a good concept that it grinds to the end.
"One of the worst movies I have ever seen. Seagal has been acting in several entertaining action movies, but this time this movie really sucks. Just stupid killing and really stupid storyline. In addition, Seagul looks fat and old.",negative,230,This movie is one of the worst I have ever seen.
"Nice movie and Nicholle Tom does a fantastic job playing the ""guy in the girl's body"", she really does it well.<br /><br />A sort of teen version of many other movies, but well done.<br /><br />Well casted, from ""Matt"" to ""Matt2"".",negative,230,"Nicholle Tom does a fantastic job playing the guy in the girl's body, she really does it."
"It was tough watching Harrison Ford obsessing over nothing. Kristin Scott-Thomas should have slapped this guy and told him to take a hike.<br /><br />Save your money. Don't even bother with a rental fee, unless you need a good nap.",negative,231,Don't pay a rental fee unless you need a good nap.
Too bad Chuck Norris has gone to TV. He made some good movies before he hit TV. This is a typical TV movie intended to pass the time. Unfortunately it wastes Chuck's talent as an actor. I hope he returns to the big screen some day.,negative,231,Chuck's talent as an actor is wasted in this TV movie.
"Chayanne is beautiful enough, Vanessa is beautiful enough, I liked the storyline. But I went in with the expectation to see lots of energetic hot salsa dancing, I was disappointed. There needed to be more dancing, especially salsa.",negative,231,"I wanted to see lots of hot salsa dancing, but I was disappointed."
"I didn't mind the film that much, but it was incredibly dull and boring. A few laughs here and there but nothing to go crazy for.<br /><br /> You should give it a go if you like silly, stupid humour because this is the film for you.",negative,232,"I didn't mind the film at all, but it was dull and boring."
"This film is a total bore. Entrapment is way better in all aspects, plot, acting, stunts, etc. Plus the soundtrack is one of the most annoying I've ever heard. I was close to muting the film just to shut it up. 3 out of 10 stars ***",negative,232,"The film is boring, but Entrapment is better."
"The core message is strong, the cast has given it their best shot, the packaging is excellent, but the screenplay is seriously over-dramatized and every cliche in the book on women's suffering in India has been over-used to the max.",negative,232,"The core message is strong, the cast has given it their best shot, the packaging is excellent, but the screenplay is seriously over-dramatized and every cliche in the book on women's suffering in India has been over-used to the max."
"Although Twenty Minutes of Love is a harmless attempt at an early comedy, it was difficult to follow and the film quality was not very good. It does have a couple of moments that are funny, but I have seen better by Charlie Chaplin.",negative,232,"The film quality was not very good and it was difficult to follow, but Twenty Minutes of Love is a harmless attempt at an early comedy."
Not the funniest movie ever.....but I have to watch this film at least once a year just so I can fall in Love with Michelle Johnson all over again. She never looked better than she did in this film. by the way The story is good too.,negative,232,I have to watch this film at least once a year so I can fall in love with her again.
"wow...this has got to be the DUMBEST movie I've ever seen. We watched it in english class...and this movie made ABSOLUTELY no sense. I would never, EVER watch this movie again...and my sympathy to those who have ever PAID to see it.",negative,232,"I've never seen a movie like this before, and I'm sorry to those who have paid to see it."
"Some 25 year olds behave like teenagers, coping with the death of a high-school mate, trying to find their purpose in live and love. The script is so lame that I had to force myself to even finish this movie. Stay away from it. 1/10",negative,232,The script is so bad that I had to stop watching the movie.
"Ludicrous violations of the most basic security regs are only the beginning. It's hard to see how they achieved such abysmal trash on such a low budget. I turned it off once, then got curious to see if it could get any worse. It did.",negative,233,It's difficult to see how they could achieve such a low budget.
"Impenetrable rubbish. This has to be one of the worst movies I have ever seen. The dialogue is ghastly, the horror effects are laughable. The only thing that kept me watching was the ever-splendid and totally underrated Michael Cule.",negative,233,This is one of the worst movies I have ever seen.
"This was the worst MTV Movie Awards EVER!!! I barely laughed, none of the presenters were funny, the hosts really sucked, and the parodies weren't so great either. Why can't we go back to the good olden days when the show was a riot?",negative,233,"This was the worst MTV Movie Awards I have ever seen. I barely laughed, none of the presenters were funny, the hosts really sucked, and the parodies weren't so great either."
"The distribution was good, the subject could have been interessant and comic. whereas, he described the wandering of an old non credible communist looking for loving sensations. Instead of this, the atmosphere is nor lively nor heavy.",negative,234,The distribution was good and the subject could have been funny.
"The banner says it all, this is one really bad movie, which is sad because I normally like Sheffer, and I have been impressed with Andrea Roth in other roles. This, however, is terrible. I wont waste any more time...its just that bad.",negative,234,"This is one bad movie, which is sad because I usually like Sheffer and I have been impressed with her in other roles."
"It's dreadful, but ...<br /><br />Cat Stevens fans are given the opportunity to see the woman who inspired the lovely song ""Lady D'Arbanville"" on his album ""Mona Bone Jakon"", before Cat turned into a fatwa-supporting religious zealot.",negative,234,"Cat Stevens fans are given the chance to see the woman who inspired the lovely song ""Lady D'Arbanville"" on his album ""Mona Bone Jakon""."
Made it through the first half an hour and deserved a medal for getting that far. Lots of excuses for scantily clad women but no real plot to speak of emerged in that time. What sounded like a good idea for a movie was badly executed.,negative,234,There were lots of excuses for scantily clad women but no real plot to speak of in that time.
People love the original story for its ending. The Hollywood style ending made this 99 version of 'A Dog of Flanders' just for kids movie. I didn't cry this time because the story was too Hollywood. Japanese TV series are much better.,negative,234,I didn't cry this time because the story was too Hollywood. I didn't cry this time because the story was too Hollywood.
"After looking at monkeys (oops apes) for more than one hour, I was feeling like one too. I was an ape, spending money on this movie. Please people, hold you money in your pocket and go see some funny movie like Bridget Jones's Diary..",negative,234,I was spending money on a movie and felt like ape.
"I have seen a lot of movies...this is the first one I ever walked out of the theater on. Don't even bother renting it. This is about as boring a soap opera as one can see...at least you don't have to pay to watch a soap opera, though.",negative,234,"I've seen a lot of movies, but this is the first one I've ever walked out of the theater with."
"Independent film that would make Hollywood proud. The movie substitutes good looks for good acting, a cryptic plot for a good story line, and self-absorption for character development. May be I missed something, go see it for yourself.",negative,235,"Good looks for good acting, a cryptic plot for a good story line, and self-absorption for character development are replaced by good looks for good acting, a cryptic plot for a good story line, and self-absorption for character development in an independent film that would make Hollywood proud."
"Sure it is a new take on vampires. Who cares. I would rather the old take if it is entertaining. This was not entertaining. It was a dull story, poorly acted, with annoying cinematography. Save your money, don't even watch it on video.",negative,235,I would rather the old take if it was entertaining.
"This movie was sooooooo sloooow!!! And everything in it was bland, the acting, the plot,etc. It was such a disappointment, since the description looked so good! Do not be fooled! This movie is not worth the time it takes to watch it!!!",negative,235,"The movie was bland, the acting was bad, and the plot was boring."
"Its hard to make heads or tails of this film. Unless you're well oiled and in the mood to mock, don't view Santa Claus. It mixes Santa, Satan, Merlin, and moralizing in a most unappetizing way. It certainly is not for fretful children.",negative,235,"Unless you're well oiled and in the mood to mock, don't watch Santa Claus."
"this video is 100% retarded. besides the brain cell killing acting and plot, it's way too long. don't waste your money at the video store. i actually was mad that i sat through this garbage and spent money on it. just absolutely awful.",negative,235,The video is too long and retarded.
"Wow, this movie was horrible. As a Bills fan I was really looking forward to it, but this was bad. They should have left it on the shelf it was on for 4 years. I can't believe a guy like Jon Voight would sign on for something like this.",negative,236,The movie was terrible and should have been left on the shelf.
"This thing was bad. Really bad. I mean, low budget can sometimes be very inspiring, but not this. The story was so off-the-shelf, the alien's behaviour so illogical, the characters so clichéed. I found nothing good in it. And I did try.",negative,236,"The story was so off-the-shelf, the alien's behavior so illogical, the characters so clichéed, I found nothing good in it."
"Aside for being classic in the aspect of its cheesy lines and terrible acting, this film should never be watched unless you are looking for a good cure for your insomnia. I can't imagine anyone actually thinking this was a ""good movie.""",negative,236,"If you are looking for a good cure for insomnia, this film is not for you."
This movie was so bad that my i.q. went down about 40 points after seeing it. It made me wonder who could sit through the weeks it took to make it and think that it was worth it. It must of been some kind of personal favor to Van Damme.,negative,236,It was so bad that my i.q. went down 40 points after seeing it.
"caddyshack II does NO justice for the caddysack. thin plot, thin actors(exception of randy quaid). the ONLY thing that is decent with this movie is the soundtrack..maybe. this movie should have been destroyed when the script was written.",negative,237,The movie does not do justice to the caddysack.
